,ParcelID,ActualYear,TotalFinis,SaleAmount,NumberBeds,year,month,year-month,price_SF,geometry,DISTRICTID,GEOID,ZONE
7082,052 1401,2022,2727,317780,4,2022,8,2022-8,116.5309864,POINT (634101.7472228057 1258463.5679922462),4,13073030503,GROVETOWN
7083,052 1402,2022,2468,288850,5,2022,8,2022-8,117.0380875,POINT (634062.0134370679 1258433.2169469146),4,13073030503,GROVETOWN
7084,052 1403,2022,1280,260800,3,2022,6,2022-6,203.75,POINT (634021.4447444764 1258402.229148971),4,13073030503,GROVETOWN
7085,052 1404,2022,1958,316430,4,2022,8,2022-8,161.6087845,POINT (633916.0501645979 1258541.93576931),4,13073030503,GROVETOWN
7086,052 1405,2022,2288,310280,4,2022,7,2022-7,135.6118881,POINT (633955.783913779 1258572.2868911359),4,13073030503,GROVETOWN
7088,052 1407,2022,1395,251430,3,2022,7,2022-7,180.2365591,POINT (634035.2531083392 1258632.988220558),4,13073030503,GROVETOWN
7089,052 1408,2022,1958,275130,4,2022,8,2022-8,140.5158325,POINT (634074.9875107632 1258663.3400540655),4,13073030503,GROVETOWN
7090,052 1409,2022,2288,347780,4,2022,8,2022-8,152.0017483,POINT (634114.7214427256 1258693.691613626),4,13073030503,GROVETOWN
7092,052 1410,2022,2480,285750,5,2022,7,2022-7,115.2217742,POINT (634154.4552246106 1258724.0426180519),4,13073030503,GROVETOWN
7093,052 334,2006,1532,152900,3,2018,6,2018-6,99.80417755,POINT (635508.7693249104 1257916.7575467017),4,13073030503,GROVETOWN
7094,052 335,2006,1456,159000,3,2018,10,2018-10,109.2032967,POINT (635472.3594755969 1257957.9814361956),4,13073030503,GROVETOWN
7095,052 336,2006,1524,239900,3,2023,5,2023-5,157.4146982,POINT (635435.9494555471 1257999.203489117),4,13073030503,GROVETOWN
7101,052 342,2006,1496,228000,3,2022,3,2022-3,152.4064171,POINT (635167.699551389 1258115.1440128786),4,13073030503,GROVETOWN
7104,052 345,2006,1586,165000,3,2020,6,2020-6,104.035309,POINT (635317.4920735788 1257967.1610220296),4,13073030503,GROVETOWN
7106,052 347,2006,1552,165000,3,2019,4,2019-4,106.314433,POINT (635390.3113473675 1257884.7143489274),4,13073030503,GROVETOWN
7107,052 348,2006,1532,213000,3,2021,9,2021-9,139.0339426,POINT (635426.7209605929 1257843.4905186684),4,13073030503,GROVETOWN
7108,052 349,2006,1488,236000,3,2022,9,2022-9,158.6021505,POINT (635464.7867082134 1257800.3939826007),4,13073030503,GROVETOWN
7112,052 353,2006,1516,210000,3,2021,9,2021-9,138.5224274,POINT (634992.9287598637 1257654.632188726),4,13073030503,GROVETOWN
7113,052 354,2006,1578,183000,3,2021,10,2021-10,115.9695817,POINT (634948.1807599112 1257691.7064013288),4,13073030503,GROVETOWN
7114,052 355,2006,1574,174900,3,2020,10,2020-10,111.1181703,POINT (634915.9228671629 1257743.1620815704),4,13073030503,GROVETOWN
7116,052 357,2006,1510,223000,3,2022,3,2022-3,147.6821192,POINT (634828.9554124518 1257863.541729077),4,13073030503,GROVETOWN
7118,052 359,2006,1523,240400,3,2023,8,2023-8,157.8463559,POINT (634746.103849798 1258008.1162260266),4,13073030503,GROVETOWN
7122,052 363,2005,1538,188000,3,2021,2,2021-2,122.236671,POINT (634956.4866626577 1257969.882824569),4,13073030503,GROVETOWN
7124,052 365,2006,1567,169300,3,2020,5,2020-5,108.0408424,POINT (635041.354476264 1257871.944652658),4,13073030503,GROVETOWN
7128,052 369,2006,1564,248000,3,2023,8,2023-8,158.5677749,POINT (635186.9324566744 1257706.9565122707),4,13073030503,GROVETOWN
7129,052 370,2006,1571,238000,3,2022,6,2022-6,151.4958625,POINT (635221.7778219603 1257663.8896768307),4,13073030503,GROVETOWN
7130,052 371,2010,1466,205000,3,2021,7,2021-7,139.8362892,POINT (635248.6744688236 1257609.1136994197),4,13073030503,GROVETOWN
7131,052 372,2005,1545,185000,3,2022,3,2022-3,119.7411003,POINT (635257.7852762819 1257418.687860833),4,13073030503,GROVETOWN
7134,052 375,2006,1712,202000,3,2021,8,2021-8,117.9906542,POINT (635084.5344381571 1257388.1889122652),4,13073030503,GROVETOWN
7135,052 376,2007,1530,195000,3,2021,7,2021-7,127.4509804,POINT (635027.4491450728 1257374.8329911598),4,13073030503,GROVETOWN
7136,052 377,2007,1678,246000,3,2022,9,2022-9,146.6030989,POINT (634970.7318531445 1257359.844000612),4,13073030503,GROVETOWN
7139,052 380,2007,1574,166900,3,2019,9,2019-9,106.0355781,POINT (634805.1434548995 1257300.6176867578),4,13073030503,GROVETOWN
7141,052 382,2007,1552,205000,3,2021,9,2021-9,132.0876289,POINT (634679.4127387557 1257419.4936582195),4,13073030503,GROVETOWN
7144,052 735,2016,2483,242000,4,2020,8,2020-8,97.46274668,POINT (631154.5411239152 1258829.875829413),4,13073030503,R-2
7145,052 736,2016,2007,227000,4,2020,2,2020-2,113.1041355,POINT (631063.9112258847 1258800.790437941),4,13073030503,R-2
7150,052 741,2016,1768,290000,3,2022,6,2022-6,164.0271493,POINT (631309.7238010357 1258574.4704041977),4,13073030503,R-2
7153,052 744,2016,1810,235000,3,2021,12,2021-12,129.8342541,POINT (631472.3732845893 1258513.3293515805),4,13073030503,R-2
7156,052 747,2016,2353,227000,4,2019,11,2019-11,96.47258819,POINT (631659.8413840719 1258386.285608008),4,13073030503,R-2
7160,052 751,2016,1782,220000,3,2020,12,2020-12,123.4567901,POINT (631584.8103598858 1258156.7487882108),4,13073030503,R-2
7163,052 754,2016,2325,281000,3,2022,10,2022-10,120.8602151,POINT (631865.3306553605 1258354.8386626744),4,13073030503,R-2
7167,052 758,2016,1553,198500,3,2021,2,2021-2,127.8171281,POINT (631977.1603672296 1258555.8739125794),4,13073030503,R-2
7179,052 765,2018,1894,275000,4,2023,8,2023-8,145.1953537,POINT (636269.4920412753 1260624.160830972),4,13073030505,GROVETOWN
7180,052 766,2018,2710,280000,4,2021,11,2021-11,103.3210332,POINT (636196.4357088497 1260626.5011565844),4,13073030505,GROVETOWN
7182,052 768,2018,2391,280000,4,2022,2,2022-2,117.1058135,POINT (636075.4967067516 1260502.3633392374),4,13073030505,GROVETOWN
7183,052 769,2019,2814,267930,5,2019,9,2019-9,95.21321962,POINT (636148.4306258494 1260406.6331339197),4,13073030505,GROVETOWN
7184,052 770,2019,2621,237059,4,2019,8,2019-8,90.44601297,POINT (636235.3392521878 1260429.6534672892),4,13073030505,GROVETOWN
7185,052 771,2019,2374,320000,4,2022,12,2022-12,134.7935973,POINT (636297.820905396 1260427.9023080396),4,13073030505,GROVETOWN
7186,052 772,2017,2980,266400,5,2018,7,2018-7,89.39597315,POINT (636356.5861886145 1260392.187303285),4,13073030505,GROVETOWN
7188,052 774,2018,2878,218765,5,2018,7,2018-7,76.01285615,POINT (636505.7381311659 1260186.336324795),4,13073030505,GROVETOWN
7189,052 775,2016,2980,279000,5,2020,11,2020-11,93.62416107,POINT (636479.2326819142 1260121.6045102016),4,13073030505,GROVETOWN
7196,053 052,2017,2885,460000,4,2018,3,2018-3,159.4454073,POINT (630375.6531549941 1243297.1220856367),4,13073030507,R-A
7198,053 053,2002,2530,465000,3,2021,7,2021-7,183.7944664,POINT (629928.1986116578 1243326.4931716106),4,13073030507,R-A
7202,053 055,1973,1988,187000,3,2018,1,2018-1,94.06438632,POINT (630952.7863050598 1244129.47374489),4,13073030503,R-A
7203,053 056,2007,1508,232000,3,2019,12,2019-12,153.8461538,POINT (631404.8105965883 1244134.9835230631),4,13073030503,R-A
7219,053 072,1972,1791,275000,3,2020,11,2020-11,153.5455053,POINT (631352.4402140247 1244840.5312322506),4,13073030503,R-A
7222,053 075,1984,1385,240000,3,2022,6,2022-6,173.2851986,POINT (630188.4709890686 1245061.6394117929),4,13073030503,R-A
7224,053 077,1973,1943,290000,4,2023,6,2023-6,149.2537313,POINT (630123.1325063218 1244560.627968802),4,13073030503,R-A
7233,053 088,1930,3672,425000,3,2021,10,2021-10,115.7407407,POINT (629361.5500884422 1240850.335009196),4,13073030503,R-A
7237,054 011,1973,2542,177500,3,2019,8,2019-8,69.82690795,POINT (636451.9157115674 1238929.2978829143),4,13073030503,R-A
7247,054 016D,1945,1858,1040000,3,2022,9,2022-9,559.7416577,POINT (633610.250102428 1238816.3795453126),4,13073030503,S-1
7261,057A053A,2013,2037,184000,4,2020,9,2020-9,90.32891507,POINT (640336.586199302 1309291.6177040401),3,13073030401,R-A
7276,057A061,1955,750,135000,2,2023,7,2023-7,180,POINT (638652.6869879698 1308129.150551198),3,13073030403,R-A
7278,057A063,1978,1991,245000,4,2021,5,2021-5,123.0537418,POINT (638244.920209297 1308596.8885983475),3,13073030403,R-A
7279,057A064,1960,1056,145000,2,2021,10,2021-10,137.3106061,POINT (637964.6778499527 1308842.1485005904),3,13073030403,R-A
7280,057A066,1970,936,145000,2,2021,10,2021-10,154.9145299,POINT (638215.5930124013 1308747.722407373),3,13073030403,R-A
7281,057A067,1972,1658,335000,3,2021,12,2021-12,202.0506634,POINT (640597.8839564517 1308560.4874182905),3,13073030401,R-A
7283,057A069,2020,2650,35000,4,2018,12,2018-12,13.20754717,POINT (641085.5663152431 1309781.7220329451),3,13073030401,R-A
7285,057A071,2019,1438,35000,3,2018,12,2018-12,24.33936022,POINT (641340.731087527 1309562.6542586752),3,13073030401,R-A
7291,058 005,2015,3149,448000,4,2020,9,2020-9,142.2673865,POINT (641471.9231503686 1309314.6563556946),3,13073030401,R-A
7292,058 006,2015,3188,418000,4,2018,6,2018-6,131.1166876,POINT (641376.6346307369 1309090.8079690675),3,13073030401,R-A
7308,058 015P,2017,3346,750000,3,2020,6,2020-6,224.1482367,POINT (643418.4150678831 1307618.8112720698),3,13073030401,R-A
7310,058 015V,2015,4048,725000,7,2020,10,2020-10,179.1007905,POINT (642415.9963706351 1307545.5900151322),3,13073030401,R-A
7323,058A013,1985,5056,530000,6,2020,6,2020-6,104.8259494,POINT (646464.5258048463 1301970.3839360934),3,13073030308,R-A
7324,058A014,1982,3583,569000,3,2021,9,2021-9,158.8054703,POINT (646608.7142472139 1302272.2561260061),3,13073030308,R-A
7337,058A027,1987,2716,355000,3,2020,7,2020-7,130.7069219,POINT (647212.961802378 1302716.2751439533),3,13073030308,R-A
7338,058A028,1985,2342,252500,3,2018,11,2018-11,107.8138343,POINT (647430.6705056488 1302588.9252491994),3,13073030308,R-A
7339,058A029,1976,4374,480000,3,2022,12,2022-12,109.739369,POINT (647638.46475046 1302433.1300808724),3,13073030308,R-A
7341,058A031,1988,3582,492400,4,2020,8,2020-8,137.4651033,POINT (646773.5713739111 1300665.1272514705),3,13073030308,R-A
7373,052 093,1974,2200,250500,3,2021,3,2021-3,113.8636364,POINT (631986.7994326525 1254940.0648841946),4,13073030503,R-A
7380,052 097,1987,2694,329900,3,2021,12,2021-12,122.4573125,POINT (632715.7225620914 1255886.8389575162),4,13073030503,R-A
7384,052 1001,2018,1644,182000,3,2018,8,2018-8,110.7055961,POINT (631141.4883362459 1258246.3799691133),4,13073030503,R-2
7385,052 1002,2019,1628,255000,3,2022,4,2022-4,156.6339066,POINT (631093.6308956436 1258260.8619324993),4,13073030503,R-2
7386,052 1003,2019,2123,213825,4,2019,3,2019-3,100.7183231,POINT (631045.7735549054 1258275.341758383),4,13073030503,R-2
7387,052 1004,2019,1623,183500,3,2019,1,2019-1,113.0622304,POINT (630997.9161193536 1258289.8235098743),4,13073030503,R-2
7388,052 1005,2019,1648,151000,4,2021,12,2021-12,91.62621359,POINT (630949.9380288471 1258304.2082551115),4,13073030503,R-2
7389,052 1006,2019,2108,299999,4,2023,2,2023-2,142.3145161,POINT (630770.8330829465 1258333.0141384946),4,13073030503,R-2
7390,052 1007,2019,1623,182500,3,2019,11,2019-11,112.4460875,POINT (630721.1033609865 1258350.7865102151),4,13073030503,R-2
7391,052 1008,2019,1704,269900,3,2023,4,2023-4,158.3920188,POINT (630671.0953386446 1258373.8543746108),4,13073030503,R-2
7392,052 1009,2018,1553,175500,3,2018,9,2018-9,113.0070831,POINT (630618.9974190394 1258398.1848380852),4,13073030503,R-2
7394,052 1010,2018,1863,245000,3,2021,10,2021-10,131.5083199,POINT (630562.3682516977 1258424.6309671407),4,13073030503,R-2
7395,052 1011,2018,1767,188500,3,2018,10,2018-10,106.6779853,POINT (630503.4742624569 1258452.1348305307),4,13073030503,R-2
7396,052 1012,2018,1658,275000,3,2022,5,2022-5,165.8624849,POINT (630446.8450404953 1258478.5809482813),4,13073030503,R-2
7397,052 1013,2019,2263,213100,4,2019,2,2019-2,94.16703491,POINT (630392.48065039 1258503.969296362),4,13073030503,R-2
7399,052 1015,2019,2100,282000,4,2021,11,2021-11,134.2857143,POINT (630275.3171327624 1258576.6795509814),4,13073030503,R-2
7400,052 1016,2018,1809,285000,3,2023,10,2023-10,157.5456053,POINT (630228.8820359437 1258644.2451942686),4,13073030503,R-2
7402,052 1018,2018,2115,209900,4,2018,7,2018-7,99.24349882,POINT (630227.5730809729 1258789.4618669993),4,13073030503,R-2
7403,052 1019,2018,1787,275000,3,2022,11,2022-11,153.8891998,POINT (630255.5681974272 1258842.156329701),4,13073030503,R-2
7405,052 1020,2018,2041,305000,4,2023,2,2023-2,149.4365507,POINT (630279.3930475741 1258897.2247692556),4,13073030503,R-2
7406,052 1021,2018,1692,187900,3,2018,5,2018-5,111.0520095,POINT (630303.3556337619 1258952.210303936),4,13073030503,R-2
7407,052 1022,2018,1808,196900,3,2018,9,2018-9,108.9048673,POINT (630327.4962132011 1259007.1393866718),4,13073030503,R-2
7408,052 1023,2019,2519,284000,3,2023,1,2023-1,112.743152,POINT (630349.6270057877 1259057.4901069505),4,13073030503,R-2
7410,052 1325,2022,3286,406000,4,2021,12,2021-12,123.5544735,POINT (634464.0700196213 1254841.4322781542),4,13073030503,GROVETOWN
7411,052 1326,2020,2411,270220,4,2020,10,2020-10,112.0779759,POINT (634435.1384843574 1254893.9963846828),4,13073030503,GROVETOWN
7412,052 1327,2021,3221,333700,5,2021,7,2021-7,103.601366,POINT (634406.2053956931 1254946.5593352285),4,13073030503,GROVETOWN
7413,052 1328,2021,2886,343940,5,2021,9,2021-9,119.1753292,POINT (634370.709578988 1255000.051916163),4,13073030503,GROVETOWN
7418,052 1333,2022,2204,375000,4,2022,12,2022-12,170.1451906,POINT (635012.498474787 1259929.6103624892),4,13073030503,GROVETOWN
7419,052 1334,2023,2556,376000,5,2023,5,2023-5,147.1048513,POINT (634947.5003266853 1259930.135079207),4,13073030503,GROVETOWN
7420,052 1335,2023,2236,355000,4,2023,6,2023-6,158.765653,POINT (634881.1667643911 1259932.4612218335),4,13073030503,GROVETOWN
7422,052 1337,2023,2788,403600,5,2023,8,2023-8,144.7632712,POINT (634746.5851161493 1259889.5426599125),4,13073030503,GROVETOWN
7423,052 1338,2023,2288,2031700,4,2021,11,2021-11,887.9807692,POINT (634700.7311988194 1259840.9553074487),4,13073030503,GROVETOWN
7424,052 1339,2023,4636,430000,5,2023,11,2023-11,92.75237274,POINT (634654.5944814445 1259795.1683185417),4,13073030503,GROVETOWN
7425,052 1340,2023,2556,370000,5,2023,8,2023-8,144.7574335,POINT (634608.4565165355 1259749.3825599672),4,13073030503,GROVETOWN
7426,052 1341,2023,4000,417500,5,2023,2,2023-2,104.375,POINT (634562.3189230743 1259703.597229351),4,13073030503,GROVETOWN
7427,052 1342,2022,4728,442025,5,2022,3,2022-3,93.49090525,POINT (634516.1820461624 1259657.8115294466),4,13073030503,GROVETOWN
7429,052 1344,2022,3528,437425,5,2022,3,2022-3,123.986678,POINT (634423.90712601 1259566.239916699),4,13073030503,GROVETOWN
7430,052 1345,2022,2762,387225,5,2022,4,2022-4,140.1973208,POINT (634373.8142086292 1259519.3352225053),4,13073030503,GROVETOWN
7431,052 1346,2022,4480,408085,5,2022,4,2022-4,91.09040179,POINT (634335.9613124742 1259455.653501934),4,13073030503,GROVETOWN
7432,052 1347,2022,2860,366825,5,2022,3,2022-3,128.2604895,POINT (634326.6414374479 1259379.3394532462),4,13073030503,GROVETOWN
7433,052 1348,2022,2860,356730,5,2022,6,2022-6,124.7307692,POINT (634347.1355900493 1259306.6963416801),4,13073030503,GROVETOWN
7434,052 1349,2022,2228,299820,4,2022,6,2022-6,134.5691203,POINT (634389.8108652733 1259251.9764373333),4,13073030503,GROVETOWN
7437,052 1350,2022,2648,346760,5,2022,6,2022-6,130.9516616,POINT (634429.2665860064 1259200.3208164473),4,13073030503,GROVETOWN
7438,052 1351,2022,1788,283030,4,2022,6,2022-6,158.2941834,POINT (634468.7231457117 1259148.6669824133),4,13073030503,GROVETOWN
7439,052 1352,2022,2292,302190,4,2022,6,2022-6,131.8455497,POINT (634508.1795589816 1259097.012836498),4,13073030503,GROVETOWN
7441,052 1354,2022,2648,330730,5,2022,9,2022-9,124.8980363,POINT (634661.4528843599 1259148.4062405925),4,13073030503,GROVETOWN
7442,052 1355,2022,3268,343160,5,2022,9,2022-9,105.00612,POINT (634721.8055974677 1259192.8717331411),4,13073030503,GROVETOWN
7444,052 1357,2022,2648,330730,5,2022,9,2022-9,124.8980363,POINT (634816.165765712 1259286.3121764667),4,13073030503,GROVETOWN
7445,052 1358,2022,3268,351090,5,2022,9,2022-9,107.4326805,POINT (634862.3035035362 1259332.097515564),4,13073030503,GROVETOWN
7446,052 1359,2022,2648,338730,5,2022,9,2022-9,127.9191843,POINT (634908.4406561819 1259377.8836543586),4,13073030503,GROVETOWN
7448,052 1360,2022,3244,381090,5,2022,9,2022-9,117.4753391,POINT (634954.5773059855 1259423.670575214),4,13073030503,GROVETOWN
7449,052 1361,2022,2586,324760,5,2022,9,2022-9,125.5839134,POINT (635000.7150527114 1259469.4558196133),4,13073030503,GROVETOWN
7451,052 1363,2021,1425,3100800,3,2021,6,2021-6,2176,POINT (635092.9901058273 1259561.027140465),4,13073030503,GROVETOWN
7452,052 1364,2021,4248,3100800,5,2021,6,2021-6,729.9435028,POINT (635139.1275100457 1259606.8136252596),4,13073030503,GROVETOWN
7457,052 1369,2022,3268,334690,5,2022,2,2022-2,102.4143207,POINT (634834.9884583938 1259551.5376012942),4,13073030503,GROVETOWN
7458,052 280,2005,1550,155000,3,2019,3,2019-3,100,POINT (635477.7845804003 1258377.5276343368),4,13073030503,GROVETOWN
7459,052 281,2005,1437,120000,3,2021,2,2021-2,83.50730689,POINT (635519.2043239392 1258314.3659981638),4,13073030503,GROVETOWN
7460,052 282,2005,1526,240000,3,2022,10,2022-10,157.2739187,POINT (635554.2270670488 1258272.798616316),4,13073030503,GROVETOWN
7462,052 284,2005,1694,210000,3,2021,10,2021-10,123.9669421,POINT (635627.088316537 1258190.3902766984),4,13073030503,GROVETOWN
7465,052 287,2006,1520,157900,3,2018,11,2018-11,103.8815789,POINT (635746.3147715896 1258055.5394266467),4,13073030503,GROVETOWN
7466,052 288,2006,1604,245000,3,2023,10,2023-10,152.7431421,POINT (635789.368469714 1258006.8431064675),4,13073030503,GROVETOWN
7467,052 289,2007,1522,159900,3,2018,12,2018-12,105.0591327,POINT (635832.4238250019 1257958.1474239498),4,13073030503,GROVETOWN
7469,052 291,2005,1937,213000,3,2021,12,2021-12,109.9638616,POINT (635853.6371254565 1257847.4786761315),4,13073030503,GROVETOWN
7473,052 295,2005,1522,177500,3,2020,10,2020-10,116.6228647,POINT (635581.9329373051 1257629.8759463804),4,13073030503,GROVETOWN
7474,052 296,2006,1535,195000,3,2021,11,2021-11,127.0358306,POINT (635543.9083575136 1257710.0496567152),4,13073030503,GROVETOWN
7475,052 297,2005,1532,230000,3,2021,9,2021-9,150.1305483,POINT (635429.7366291048 1257592.5557402738),4,13073030503,GROVETOWN
7476,052 298,2010,1317,190000,3,2021,11,2021-11,144.2672741,POINT (635310.898911852 1257576.997119198),4,13073030503,GROVETOWN
7478,052 300,2005,1634,247500,3,2023,9,2023-9,151.4687882,POINT (635374.1816443269 1257431.4466744345),4,13073030503,GROVETOWN
7483,052 305,2006,1476,183000,3,2021,3,2021-3,123.9837398,POINT (635269.415219777 1257779.8946371777),4,13073030503,GROVETOWN
7485,052 307,2006,1558,150000,3,2018,10,2018-10,96.27727856,POINT (635196.5972097482 1257862.3394534676),4,13073030503,GROVETOWN
7486,052 308,2006,1560,182500,3,2021,3,2021-3,116.9871795,POINT (635160.198289497 1257903.5576841354),4,13073030503,GROVETOWN
7487,052 309,2006,1565,165300,3,2019,12,2019-12,105.6230032,POINT (635123.7750092084 1257944.7688527105),4,13073030503,GROVETOWN
7488,052 310,2006,1566,165900,3,2019,3,2019-3,105.9386973,POINT (635087.3640500666 1257986.0067340918),4,13073030503,GROVETOWN
7491,052 313,2006,1591,185000,3,2021,3,2021-3,116.2790698,POINT (634960.1742788171 1258180.8483907252),4,13073030503,GROVETOWN
7492,052 314,2006,1573,226000,3,2022,10,2022-10,143.6745073,POINT (635003.6084322626 1258214.7369824853),4,13073030503,GROVETOWN
